CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
ISO-8859-1,OTHER,,,66,12,251.0,11,1,7,1012,15,15,1806,1316,15,4.0,2001,8,29,0,0,2015,4,26,0,0,0
UTF-8,CLOUDFLARE-NGINX,CA,OTHER,66,15,,0,0,0,0,0,0,0,0,0,0.0,2005,7,26,0,0,2016,6,10,0,0,0
ISO-8859-1,APACHE,US,OTHER,66,11,241.0,0,0,0,0,0,0,0,0,0,0.0,1996,8,2,0,0,2016,5,21,0,0,0
ISO-8859-1,APACHE,,,66,15,36571.0,0,0,0,0,0,0,0,0,0,0.0,2001,2,10,13,0,2014,9,15,7,40,0
UTF-8,OTHER,US,OTHER,67,14,,12,1,5,1366,18,17,2000,1850,18,6.0,1997,12,10,4,0,2017,5,4,5,17,1
UTF-8,OTHER,US,CA,67,14,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,,,67,12,,0,0,0,0,0,0,0,0,0,0.0,2010,2,23,0,0,2016,5,1,0,0,0
ISO-8859-1,OTHER,US,OTHER,67,9,4440.0,0,0,0,0,0,0,0,0,0,0.0,2004,9,16,0,0,2016,10,28,0,0,0
UTF-8,OTHER,US,FL,67,10,,0,0,0,0,0,0,0,0,0,0.0,2003,7,27,0,0,2014,5,21,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,67,9,324.0,27,9,5,3471,33,32,23243,3967,33,6.0,2003,5,6,0,0,2014,11,26,0,0,0
ISO-8859-1,APACHE,,,67,9,355.0,7,5,4,606,7,7,473,606,7,0.0,1999,7,15,0,0,2016,5,15,0,0,0
UTF-8,OTHER,US,OTHER,67,10,3640.0,12,3,7,960,12,11,706,960,12,0.0,2000,7,3,0,0,2017,1,31,0,0,0
ISO-8859-1,APACHE,US,OTHER,67,13,317.0,8,6,6,696,8,9,574,696,8,0.0,2007,7,28,0,0,2015,9,21,0,0,0
ISO-8859-1,APACHE,US,FL,67,12,197.0,9,1,3,1283,13,14,1697,1631,13,4.0,2000,10,2,0,0,2017,2,28,0,0,0
ISO-8859-1,APACHE,US,NY,67,12,15742.0,16,6,6,2135,20,22,3485,2443,20,4.0,2002,12,30,0,0,2014,9,4,0,0,0
UTF-8,OTHER,US,CA,67,14,4710.0,59,43,15,7723,67,60,37516,8331,67,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,OTHER,67,11,26117.0,16,9,5,2381,20,24,5596,2675,20,4.0,2004,7,19,14,56,2017,1,2,5,28,0
UTF-8,OTHER,US,NY,67,13,,26,9,6,2154,28,34,29677,2310,28,2.0,1999,12,3,0,0,2016,11,16,0,0,0
UTF-8,OTHER,US,OTHER,67,13,,15,0,5,1766,21,18,2293,2196,21,6.0,1996,2,5,0,0,2017,4,4,0,0,0
UTF-8,OTHER,CA,OTHER,68,13,13340.0,0,0,0,0,0,0,0,0,0,0.0,2008,1,18,0,0,2017,5,1,0,0,0
ISO-8859-1,APACHE,US,NY,68,13,,0,0,0,0,0,0,0,0,0,0.0,1994,1,18,0,0,2016,10,21,0,0,0
ISO-8859-1,OTHER,,,68,12,3257.0,0,0,0,0,0,0,0,0,0,0.0,2000,10,13,0,0,2017,4,27,0,0,0
UTF-8,OTHER,OTHER,,68,11,6795.0,20,7,9,1620,22,23,9227,1804,22,2.0,2009,9,24,0,0,2017,1,3,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,68,12,,11,3,7,858,11,11,678,858,11,0.0,2001,7,3,0,0,2015,8,18,0,0,0
UTF-8,OTHER,US,CA,68,12,,5,4,2,474,5,7,442,474,5,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,APACHE,US,NY,68,14,12606.0,23,9,8,2317,27,28,3635,2633,27,4.0,2001,2,1,0,0,2016,5,31,0,0,0
UTF-8,NGINX,US,OTHER,68,13,,20,1,4,1900,24,25,15998,2204,24,4.0,2006,11,30,0,0,2015,4,17,0,0,0
UTF-8,OTHER,US,OTHER,68,15,,47,37,6,5242,53,55,49446,5670,53,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,CA,68,12,12503.0,40,34,3,6020,48,45,37704,6628,48,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,NGINX,US,OTHER,68,14,,52,44,3,4703,56,57,69613,5033,56,4.0,2002,11,13,0,0,2015,12,8,0,0,0
UTF-8,NGINX,US,OTHER,68,11,,48,0,3,4896,52,58,73318,5200,52,4.0,2006,1,26,21,9,2017,11,4,23,16,0
ISO-8859-1,OTHER,OTHER,OTHER,68,11,,0,0,0,0,0,0,0,0,0,0.0,2006,12,21,0,0,2017,4,3,0,0,0
UTF-8,OTHER,US,OTHER,68,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,APACHE,US,OTHER,69,13,194.0,10,0,4,903,14,12,1489,1205,14,4.0,2016,11,16,0,0,2016,11,16,0,0,1
UTF-8,OTHER,US,CA,69,14,3933.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,CA,OTHER,69,13,13920.0,0,0,0,0,0,0,0,0,0,0.0,2011,5,13,0,0,2016,5,13,0,0,0
ISO-8859-1,OTHER,,,69,13,248.0,19,6,10,1483,23,21,2073,1775,23,4.0,2000,10,18,0,0,2016,10,30,0,0,0
ISO-8859-1,NGINX,US,OTHER,69,12,1500.0,0,0,0,0,0,0,0,0,0,0.0,1998,5,26,0,0,2016,4,5,0,0,0
UTF-8,OTHER,US,CA,69,11,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,OTHER,,69,11,12564.0,0,0,0,0,0,0,0,0,0,0.0,1993,3,6,0,0,2016,2,11,0,0,0
ISO-8859-1,OTHER,PA,OTHER,69,13,,8,2,2,805,10,10,1196,953,10,2.0,2008,2,4,0,0,2016,6,13,0,0,0
UTF-8,OTHER,US,OTHER,69,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,APACHE,US,OTHER,69,12,,4,3,2,432,4,4,244,432,4,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,US,OTHER,69,11,,3,3,1,366,3,4,244,366,3,0.0,2000,8,4,0,0,2013,1,31,0,0,0
ISO-8859-1,,US,CA,69,12,,48,36,10,5347,54,50,43924,5787,54,6.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,APACHE,OTHER,,69,12,360.0,23,1,10,1783,27,26,18427,2095,27,4.0,2007,5,11,0,0,2017,2,22,0,0,0
UTF-8,OTHER,US,CA,69,13,,14,8,3,2186,18,20,6913,2486,18,4.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,OTHER,69,12,,29,21,7,3997,35,30,16884,4425,35,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,NGINX,US,OTHER,69,11,,19,0,4,1878,25,23,18769,2358,25,6.0,2006,4,19,0,0,2013,7,29,0,0,0
UTF-8,APACHE,,,69,11,,23,15,10,2708,27,30,6195,3036,27,4.0,2006,1,6,0,0,2017,6,3,0,0,0
UTF-8,OTHER,US,NY,69,14,,31,2,8,2131,35,33,30035,2437,35,4.0,1999,12,3,0,0,2016,11,16,0,0,0
UTF-8,OTHER,US,CA,69,14,33493.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,APACHE,,,70,12,,15,0,3,1150,17,17,15499,1304,17,2.0,,,,,,,,,,,1
UTF-8,APACHE,US,OTHER,70,15,61974.0,0,0,0,0,0,0,0,0,0,0.0,1996,5,20,0,0,2016,10,24,0,0,0
ISO-8859-1,OTHER,CA,OTHER,70,13,65423.0,0,0,0,0,0,0,0,0,0,0.0,1998,10,3,0,0,2015,2,24,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,70,15,324.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,AU,OTHER,70,14,518.0,0,0,0,0,0,0,0,0,0,0.0,2004,1,23,0,0,2017,8,1,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,70,13,,0,0,0,0,0,0,0,0,0,0.0,1999,3,3,0,0,2015,4,14,0,0,0
ISO-8859-1,OTHER,US,OTHER,70,14,8742.0,0,0,0,0,0,0,0,0,0,0.0,1990,12,12,0,0,2015,8,6,0,0,0
ISO-8859-1,OTHER,,,70,12,,9,0,4,916,13,15,2074,1216,13,4.0,1998,3,6,0,0,2016,2,6,0,0,0
UTF-8,OTHER,US,CA,70,12,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,,,70,15,11397.0,44,34,6,6221,54,45,36834,6963,54,10.0,2005,11,1,0,0,2014,1,23,0,0,0
UTF-8,NGINX,US,CA,70,15,,6,4,4,552,6,9,562,552,6,0.0,2000,3,3,0,0,2017,12,1,0,0,0
ISO-8859-1,OTHER,CA,OTHER,70,13,118672.0,10,6,7,792,10,10,636,792,10,0.0,2004,2,6,0,0,2015,3,21,0,0,0
ISO-8859-1,APACHE,OTHER,OTHER,70,13,8187.0,5,5,3,498,5,8,504,498,5,0.0,1997,11,21,0,0,2016,10,19,0,0,0
UTF-8,NGINX,PA,OTHER,70,13,,16,13,2,1688,16,12,742,1688,16,0.0,2007,11,11,0,0,2015,12,18,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,OTHER,70,10,356.0,49,7,3,3802,49,50,57628,3802,49,0.0,2002,11,6,0,0,2014,5,6,0,0,0
ISO-8859-1,APACHE,,,70,13,,33,11,8,3523,39,33,30933,4041,39,6.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,70,13,324.0,8,0,3,1100,12,12,1570,1380,12,4.0,1995,11,15,0,0,2015,9,15,0,0,0
UTF-8,MICROSOFT-IIS/7.5,US,OTHER,70,12,41417.0,7,4,3,752,9,12,892,922,9,2.0,,,,,,,,,,,0
UTF-8,MICROSOFT-IIS/7.5,US,OTHER,70,14,13481.0,48,11,11,3684,54,53,47558,4164,54,6.0,1994,12,15,0,0,2016,10,12,0,0,0
ISO-8859-1,OTHER,US,OTHER,70,12,,19,12,7,2506,23,27,7448,2810,23,4.0,1999,7,23,0,0,2017,4,3,0,0,0
UTF-8,NGINX,US,OTHER,70,14,23103.0,0,0,0,0,0,0,0,0,0,0.0,1995,8,17,0,0,2016,8,16,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,70,13,11.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,13,0,0,2016,8,29,0,0,0
UTF-8,NGINX,US,CA,70,13,,0,0,0,0,0,0,0,0,0,0.0,1995,7,9,0,0,2017,4,3,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,71,6,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,1,29,23,45,2013,7,8,22,19,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,71,16,,0,0,0,0,0,0,0,0,0,0.0,1999,3,8,0,0,2016,12,14,0,0,0
UTF-8,OTHER,CA,OTHER,71,14,8992.0,0,0,0,0,0,0,0,0,0,0.0,2010,1,27,0,0,2015,7,8,0,0,0
UTF-8,OTHER,US,OTHER,71,13,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,CA,71,13,11988.0,73,3,5,7802,79,82,105565,8302,79,6.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,,CA,OTHER,71,12,34.0,49,0,7,3878,53,51,55460,4174,53,4.0,1998,12,28,0,0,2016,12,17,0,0,0
UTF-8,APACHE,US,CA,71,12,13522.0,30,20,10,3317,36,35,8700,3747,36,6.0,1996,1,18,5,0,2017,1,20,1,26,0
UTF-8,OTHER,PA,OTHER,71,11,,28,4,5,2794,32,32,30923,3110,32,4.0,1999,11,28,0,0,2017,4,4,0,0,0
UTF-8,OTHER,OTHER,,71,12,318.0,25,3,5,3428,29,23,28007,3736,29,4.0,2005,3,15,0,0,2016,6,28,0,0,0
UTF-8,NGINX,,,71,14,337.0,35,14,7,4515,43,28,12970,5105,43,8.0,,,,,,,,,,,0
UTF-8,OTHER,US,CA,71,11,,26,21,4,4488,35,35,14140,5084,35,8.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,,,71,14,,19,14,4,2877,25,23,6649,3317,25,6.0,,,,,,2013,10,23,0,0,0
UTF-8,OTHER,US,OTHER,71,12,,65,48,7,6391,71,77,83389,6819,71,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,OTHER,OTHER,71,11,13596.0,7,2,4,1131,12,11,1747,1473,12,4.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-IIS/7.5,US,CA,71,11,324.0,0,0,0,0,0,0,0,0,0,0.0,2006,11,17,0,0,2016,3,31,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,,71,15,324.0,0,0,0,0,0,0,0,0,0,0.0,2006,5,21,0,0,2013,5,17,0,0,0
US-ASCII,CLOUDFLARE-NGINX,CA,OTHER,72,14,324.0,0,0,0,0,0,0,0,0,0,0.0,2001,11,24,0,0,2015,8,8,0,0,0
UTF-8,NGINX,OTHER,OTHER,72,14,31624.0,0,0,0,0,0,0,0,0,0,0.0,2002,3,20,23,59,2017,7,3,22,2,0
UTF-8,OTHER,US,NY,72,16,,0,0,0,0,0,0,0,0,0,0.0,1995,3,23,0,0,2017,3,3,0,0,0
UTF-8,,OTHER,,72,12,,0,0,0,0,0,0,0,0,0,0.0,1997,6,9,0,0,2016,11,1,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,NY,72,12,1853.0,0,0,0,0,0,0,0,0,0,0.0,1997,10,31,0,0,2016,10,30,0,0,0
ISO-8859-1,APACHE,US,OTHER,72,12,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,US,CA,72,15,,47,13,6,6078,53,52,40968,6520,53,6.0,2002,9,22,0,0,2016,9,22,0,0,0
UTF-8,OTHER,,,72,13,,14,14,7,972,14,16,1144,972,14,0.0,,,,,,,,,,,0
UTF-8,MICROSOFT-IIS/7.5,US,OTHER,72,14,14092.0,12,5,4,960,12,8,498,960,12,0.0,1994,12,15,0,0,2016,10,12,0,0,0
UTF-8,OTHER,US,OTHER,72,12,,27,21,8,3862,33,33,11108,4290,33,6.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,72,9,2819.0,39,2,13,3042,45,26,5914,3520,45,6.0,2000,10,13,0,0,2012,1,11,0,0,0
ISO-8859-1,,,,72,15,33528.0,18,4,4,2083,22,28,17862,2371,22,4.0,,,,,,,,,,,0
ISO-8859-1,APACHE,OTHER,,72,12,363.0,28,2,5,2490,32,29,18969,2802,32,4.0,2007,4,7,0,0,2017,2,22,0,0,0
UTF-8,APACHE,,,72,13,1832.0,9,0,3,1165,15,16,1673,1673,15,6.0,2009,1,5,0,0,2016,2,5,0,0,0
US-ASCII,OTHER,OTHER,OTHER,72,12,324.0,80,0,2,6525,84,102,126205,6843,84,4.0,2009,8,4,0,0,2016,12,2,0,0,0
UTF-8,NGINX,PA,OTHER,72,14,,0,0,0,0,0,0,0,0,0,0.0,2007,11,11,0,0,2015,12,18,0,0,0
ISO-8859-1,OTHER,US,OTHER,72,11,,0,0,0,0,0,0,0,0,0,0.0,2007,10,5,19,20,2017,4,18,17,38,0
ISO-8859-1,NGINX,US,OTHER,72,11,1145.0,0,0,0,0,0,0,0,0,0,0.0,1998,8,4,0,0,2016,10,25,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,73,14,,0,0,0,0,0,0,0,0,0,0.0,2003,10,20,0,0,2015,1,15,0,0,0
ISO-8859-1,OTHER,US,OTHER,73,17,13240.0,0,0,0,0,0,0,0,0,0,0.0,2008,5,8,0,0,2016,6,8,0,0,0
ISO-8859-1,OTHER,US,OTHER,73,13,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,,US,NY,73,14,32103.0,0,0,0,0,0,0,0,0,0,0.0,2008,3,29,0,0,2017,10,2,0,0,0
ISO-8859-1,NGINX,US,OTHER,73,15,484.0,0,0,0,0,0,0,0,0,0,0.0,2007,12,15,0,0,2016,3,4,0,0,0
ISO-8859-1,OTHER,US,OTHER,73,13,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,OTHER,US,OTHER,73,13,,27,12,5,3149,33,34,37964,3647,33,6.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,OTHER,US,CA,73,15,330.0,0,0,0,0,0,0,0,0,0,0.0,1996,3,9,4,0,2009,9,30,2,59,0
UTF-8,APACHE,CA,OTHER,73,15,44491.0,208,0,1,14530,210,278,466055,14688,210,2.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,US,OTHER,73,11,12487.0,22,11,12,1524,22,19,1268,1524,22,0.0,2000,2,8,0,0,2017,4,26,0,0,0
UTF-8,OTHER,US,CA,73,11,3674.0,3,3,1,366,3,5,306,366,3,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,CLOUDFLARE-NGINX,OTHER,OTHER,73,17,,11,6,8,810,11,14,913,810,11,0.0,2007,5,11,15,14,2017,12,3,9,17,0
ISO-8859-1,OTHER,US,CA,73,15,3591.0,23,4,3,2425,29,36,33598,2881,29,6.0,1994,2,6,0,0,2017,6,1,0,0,0
UTF-8,OTHER,,,73,12,17908.0,17,12,3,2396,23,25,26621,2856,23,6.0,2007,9,1,0,0,2013,4,30,0,0,0
ISO-8859-1,OTHER,US,OTHER,73,13,18901.0,51,6,5,3932,55,48,87340,4252,55,4.0,2000,3,29,0,0,2016,12,25,0,0,0
UTF-8,OTHER,US,OTHER,73,12,,49,43,4,5365,55,60,78671,5793,55,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,CA,73,17,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,CLOUDFLARE-NGINX,OTHER,OTHER,74,11,,11,0,3,1260,19,17,2399,1850,19,8.0,2010,8,22,0,0,2017,4,28,0,0,1
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,74,12,324.0,0,0,0,0,0,0,0,0,0,0.0,2005,3,20,0,0,2017,2,22,0,0,0
UTF-8,OTHER,,,74,15,46884.0,8,0,1,432,8,2,124,432,8,0.0,2004,9,16,0,0,2016,3,28,0,0,0
UTF-8,OTHER,US,OTHER,74,13,,3,3,1,366,3,5,306,366,3,0.0,1994,1,11,0,0,2014,4,30,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,CA,OTHER,74,12,324.0,5,4,2,486,5,6,480,486,5,0.0,2000,3,7,0,0,2016,6,23,0,0,0
UTF-8,NGINX,US,OTHER,74,16,,8,1,3,1088,14,13,2036,1524,14,6.0,1997,3,10,0,0,2014,3,8,0,0,0
UTF-8,,US,OTHER,74,13,,21,1,5,2873,25,23,9017,3177,25,4.0,1996,1,31,0,0,2016,8,16,0,0,0
UTF-8,APACHE,US,OTHER,75,13,193.0,8,0,6,801,10,9,677,951,10,2.0,2014,8,20,0,0,2016,10,20,0,0,1
UTF-8,OTHER,US,CA,75,15,8417.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,,US,OTHER,75,16,,33,3,8,3647,41,39,32399,4247,41,8.0,1994,10,23,0,0,2016,1,11,0,0,0
UTF-8,OTHER,US,CA,75,14,4721.0,4,3,2,432,4,6,372,432,4,0.0,2001,1,13,0,12,2015,12,12,10,16,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,75,13,324.0,23,14,7,2472,27,19,6776,2796,27,4.0,2004,8,9,0,0,2017,2,28,0,0,0
UTF-8,OTHER,US,CA,75,14,,39,18,14,4631,49,42,12921,5353,49,10.0,1997,9,15,0,0,2011,7,20,0,0,0
UTF-8,OTHER,US,WA,75,12,,0,0,0,0,0,0,0,0,0,0.0,1994,11,16,0,0,2015,10,28,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,FL,75,15,,0,0,0,0,0,0,0,0,0,0.0,2000,5,16,0,0,2016,3,17,0,0,0
ISO-8859-1,OTHER,CA,OTHER,76,13,92183.0,10,4,5,780,10,7,442,780,10,0.0,2004,2,6,0,0,2015,3,21,0,0,0
ISO-8859-1,,US,CA,76,15,12368.0,47,0,5,4544,55,57,53238,5134,55,8.0,1998,9,1,0,0,2017,4,1,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,76,12,324.0,26,19,4,3635,32,30,23404,4125,32,6.0,2007,2,10,0,0,2014,7,20,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,,,76,13,324.0,18,5,6,2032,24,19,2033,2464,24,6.0,2004,12,14,0,0,,,,,,0
UTF-8,APACHE,US,OTHER,76,12,9672.0,0,0,0,0,0,0,0,0,0,0.0,1997,3,10,0,0,2016,12,31,0,0,0
UTF-8,OTHER,,,76,14,17721.0,0,0,0,0,0,0,0,0,0,0.0,2000,2,10,0,0,2016,3,6,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,77,15,324.0,5,5,3,498,5,8,508,498,5,0.0,1999,5,2,0,0,2014,6,16,0,0,0
ISO-8859-1,APACHE,US,OTHER,77,13,,17,7,9,1206,17,15,991,1206,17,0.0,1995,5,16,0,0,2016,10,21,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,77,14,324.0,6,3,4,564,6,7,442,564,6,0.0,2014,6,16,0,0,2016,7,31,0,0,0
ISO-8859-1,OTHER,,,77,14,,32,7,9,2445,34,36,41408,2601,34,2.0,2006,7,2,0,0,2017,8,2,0,0,0
UTF-8,OTHER,US,CA,77,14,22409.0,27,0,4,2403,31,30,27476,2741,31,4.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,OTHER,77,13,63049.0,33,1,5,3244,43,40,24630,4114,43,10.0,1994,4,29,0,0,2013,8,30,0,0,0
UTF-8,OTHER,US,CA,77,14,,25,20,3,3591,31,31,13757,4041,31,6.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,APACHE,US,NY,78,10,23146.0,0,0,0,0,0,0,0,0,0,0.0,1994,1,18,0,0,2016,10,21,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,78,16,,11,1,3,1335,17,17,2109,1835,17,6.0,2003,10,20,0,0,2015,1,15,0,0,0
UTF-8,OTHER,US,CA,78,17,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,CLOUDFLARE-NGINX,US,WA,78,11,,17,9,9,1594,17,18,1152,1594,17,0.0,2006,7,12,0,0,2017,2,3,0,0,0
ISO-8859-1,APACHE,OTHER,OTHER,78,15,13.0,8,0,3,528,8,2,124,528,8,0.0,2017,4,14,0,0,2017,4,18,0,0,0
UTF-8,OTHER,US,CA,78,16,9313.0,13,6,9,1026,13,14,904,1026,13,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,,US,NY,78,13,28508.0,8,6,6,696,8,9,574,696,8,0.0,1995,10,8,0,0,2016,5,8,0,0,0
ISO-8859-1,OTHER,US,OTHER,78,15,9.0,8,6,6,672,8,9,562,672,8,0.0,2005,10,18,0,0,2016,10,14,0,0,0
UTF-8,OTHER,US,CA,78,13,,39,35,2,5949,47,47,32891,6557,47,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,NY,78,10,23144.0,36,3,10,2981,42,41,31493,3449,42,6.0,1994,1,18,0,0,2016,10,21,0,0,0
UTF-8,OTHER,US,WA,78,12,13707.0,19,6,4,2781,24,24,18410,3085,24,4.0,1994,11,16,0,0,2015,10,28,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,78,13,11.0,62,0,3,4725,66,65,97272,5023,66,4.0,2000,9,13,0,0,2016,8,29,0,0,0
UTF-8,OTHER,US,OTHER,78,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,APACHE,US,OTHER,78,17,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,OTHER,US,CA,78,16,2743.0,23,5,11,2106,27,31,6415,2410,27,4.0,1996,2,24,0,0,2017,1,18,0,0,0
ISO-8859-1,OTHER,US,OTHER,79,13,1245.0,0,0,0,0,0,0,0,0,0,0.0,1999,6,23,0,0,2015,12,6,0,0,0
ISO-8859-1,,CA,OTHER,79,14,6748.0,0,0,0,0,0,0,0,0,0,0.0,1996,10,24,0,0,2015,8,24,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,79,14,,0,0,0,0,0,0,0,0,0,0.0,2006,3,5,0,0,2016,8,8,0,0,0
UTF-8,,US,OTHER,79,9,53420.0,0,0,0,0,0,0,0,0,0,0.0,1994,5,26,0,0,2016,5,21,0,0,0
UTF-8,OTHER,US,OTHER,79,15,46887.0,0,0,0,0,0,0,0,0,0,0.0,2004,9,16,0,0,2016,3,28,0,0,0
UTF-8,APACHE,US,OTHER,79,15,,6,3,4,564,6,8,504,564,6,0.0,2010,8,17,0,0,2016,8,17,0,0,0
ISO-8859-1,OTHER,US,OTHER,79,16,11593.0,13,1,3,1763,19,19,2308,2233,19,6.0,2000,2,3,0,0,2017,3,3,0,0,0
UTF-8,OTHER,,,79,15,,15,0,4,1301,17,7,552,1455,17,2.0,2002,1,26,0,0,2017,12,1,0,0,0
UTF-8,,US,OTHER,80,16,7240.0,0,0,0,0,0,0,0,0,0,0.0,1996,4,2,0,0,2016,10,8,0,0,0
UTF-8,APACHE,US,CA,80,12,471.0,0,0,0,0,0,0,0,0,0,0.0,2004,7,23,0,0,2017,4,3,0,0,0
UTF-8,OTHER,US,CA,80,12,38149.0,41,0,5,3333,45,43,42229,3715,45,4.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,,US,CA,80,15,,0,0,0,0,0,0,0,0,0,0.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,CA,80,13,,50,43,12,7282,60,57,24220,8042,60,10.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,80,17,8619.0,22,18,3,3156,22,15,4966,3156,22,0.0,2004,5,17,0,0,2017,2,3,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,80,14,324.0,5,4,2,498,5,7,438,498,5,0.0,2003,5,6,0,0,2014,11,26,0,0,0
